N,SortedVector Add,LinkedList Add,BST Add,SortedVector Search,LinkedList Search,BST Search,SortedVector Save,SortedList Save, BST Save,SortedVector Remove,SortedList Remove,BST Remove,Vector Add Front,LinkedList Add Front,Vector Add Back,LinkedList Add Back,Vector Remove Front,LinkedList Remove Front,Vector Remove Back,LinkedList Remove Back,Vector Get,LinkedList Get
2000.000000,0.000435,0.009829,0.000484,0.000579,0.017823,0.000733,0.002151,0.002189,0.001779,0.001326,0.023037,0.000764,0.000204,0.000035,0.000030,0.000034,0.000203,0.000029,0.000006,0.005501,0.000005,0.003275
4000.000000,0.001184,0.043740,0.000948,0.001106,0.090936,0.003650,0.003528,0.002731,0.003349,0.001522,0.063357,0.001791,0.000819,0.000075,0.000061,0.000073,0.000764,0.000044,0.000011,0.033037,0.000009,0.016620
6000.000000,0.002074,0.104332,0.001423,0.001771,0.189864,0.002462,0.003995,0.005079,0.004601,0.002767,0.176678,0.003229,0.002956,0.000134,0.000111,0.000121,0.002893,0.000076,0.000015,0.136612,0.000012,0.057165
8000.000000,0.009252,0.193617,0.002005,0.002485,0.391006,0.005342,0.007529,0.006305,0.007545,0.004625,0.340262,0.004181,0.005946,0.000170,0.000078,0.000164,0.006003,0.000129,0.000020,0.228961,0.000016,0.135087
10000.000000,0.014346,0.370999,0.006455,0.007040,0.756963,0.005030,0.007289,0.009694,0.008687,0.006989,0.588308,0.005521,0.009934,0.000209,0.000099,0.000206,0.010030,0.000266,0.000026,0.454019,0.000019,0.261293
12000.000000,0.008388,0.560929,0.003309,0.003976,1.214597,0.006488,0.012526,0.010873,0.009657,0.009910,0.911272,0.007259,0.023490,0.000617,0.000121,0.000247,0.014913,0.000348,0.000041,0.740499,0.000026,0.465161
14000.000000,0.018139,0.770997,0.004025,0.004803,1.735972,0.007713,0.011166,0.010611,0.008991,0.013105,1.298388,0.015958,0.020858,0.000673,0.000355,0.000293,0.021447,0.000535,0.000035,1.060445,0.000028,0.620709
16000.000000,0.030401,1.021888,0.004640,0.005602,2.172874,0.009213,0.010391,0.010944,0.009560,0.016039,1.719063,0.010322,0.028106,0.000749,0.000159,0.000351,0.032153,0.000581,0.000040,1.403154,0.000032,0.826921
18000.000000,0.038346,1.276459,0.005398,0.006449,2.655459,0.010539,0.014629,0.012700,0.011430,0.027231,2.183344,0.012086,0.035082,0.000869,0.000208,0.000374,0.049346,0.000683,0.000044,1.910092,0.000044,1.092566
20000.000000,0.027160,1.642249,0.006263,0.007222,3.419722,0.012601,0.014711,0.013930,0.015078,0.030108,2.567152,0.013419,0.043380,0.000942,0.000210,0.000443,0.054516,0.000801,0.000064,2.270070,0.000045,1.343181
